Display_Title,Item_Url,Original_Price,Selling_Price,Native_Product_Id,Brand,Category,Subcategory1,Subcategory2,Subcategory3,Product_Category,Referrer_Url
Sleeveless Mini Dress,https://www.revolve.com/the-attico-sleeveless-mini-dress-in-dusty-yellow/dp/ATTF-WD242/,590,590,ATTF-WD242,THE ATTICO,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lia One Shoulder Maxi Dress,https://www.revolve.com/baobab-lia-one-shoulder-maxi-dress-in-cactus/dp/BBAB-WD75/,285,149,BBAB-WD75,Baobab,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Estela Mini Dress,https://www.revolve.com/faithfull-the-brand-estela-mini-dress-in-la-mira-floral-ruby/dp/FAIB-WD614/,229,172,FAIB-WD614,FAITHFULL THE BRAND,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Ivy Gown,https://www.revolve.com/bronx-and-banco-ivy-gown-in-neon-green/dp/BROR-WD576/,"1,200",408,BROR-WD576,Bronx and Banco,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Patricia Mini Dress,https://www.revolve.com/haight-patricia-mini-dress-in-red-shift/dp/HGHT-WD9/,298,126,HGHT-WD9,HAIGHT.,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Joan Midi Dress,https://www.revolve.com/minkpink-joan-midi-dress-in-brown-floral/dp/MINK-WD915/,159,78,MINK-WD915,MINKPINK,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sisu Dress,https://www.revolve.com/the-new-arrivals-by-ilkyaz-ozel-sisu-dress-in-chez-castel/dp/NARR-WD114/,"1,150","1,150",NARR-WD114,The New Arrivals by Ilkyaz Ozel,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Arabella Dress,https://www.revolve.com/natalie-rolt-arabella-dress-in-neon-pink/dp/NROL-WD51/,297,194,NROL-WD51,Natalie Rolt,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Riley Ring Maxi,https://www.revolve.com/nookie-riley-ring-maxi-in-ivory/dp/NKIE-WD519/,269,140,NKIE-WD519,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Pemma Crochet Coverup,https://www.revolve.com/cult-gaia-pemma-crochet-coverup-in-gold/dp/CULG-WD261/,658,658,CULG-WD261,Cult Gaia,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Nadine Silk Mini Dress,https://www.revolve.com/natalie-rolt-nadine-silk-mini-dress-in-black/dp/NROL-WD56/,440,110,NROL-WD56,Natalie Rolt,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Solne Mini Dress,https://www.revolve.com/the-new-arrivals-by-ilkyaz-ozel-solne-mini-dress-in-blanc-de-blanc/dp/NARR-WD79/,740,385,NARR-WD79,The New Arrivals by Ilkyaz Ozel,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Asymmetric Corset Gown,https://www.revolve.com/alex-perry-asymmetric-corset-gown-in-candy/dp/APEF-WD214/,"2,800","2,800",APEF-WD214,Alex Perry,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Monique Dress,https://www.revolve.com/ronny-kobo-monique-dress-in-cider/dp/RONR-WD643/,598,216,RONR-WD643,Ronny Kobo,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Anais Gown,https://www.revolve.com/maria-lucia-hohan-anais-gown-in-nightfall/dp/MLUC-WD64/,"1,990","1,990",MLUC-WD64,Maria Lucia Hohan,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sun Drenched Mini Dress,https://www.revolve.com/lovers-and-friends-sun-drenched-mini-dress-in-orange/dp/LOVF-WD3375/,168,74,LOVF-WD3375,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Uri Dress,https://www.revolve.com/saylor-uri-dress-in-raspberry/dp/SAYR-WD466/,264,198,SAYR-WD466,SAYLOR,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Chrisley Mini Dress,https://www.revolve.com/amanda-uprichard-chrisley-mini-dress-in-ruby/dp/AMAN-WD1627/,246,148,AMAN-WD1627,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sherry Dress,https://www.revolve.com/silvia-tcherassi-sherry-dress-in-pomegranate-abstract-flowers/dp/SLVC-WD20/,"1,700",953,SLVC-WD20,SILVIA TCHERASSI,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Darcie Maxi Dress,https://www.revolve.com/superdown-darcie-maxi-dress-in-rose-gold/dp/SPDW-WD2441/,74,70,SPDW-WD2441,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rowe Midi Dress,https://www.revolve.com/acler-rowe-midi-dress-in-azalea-pink/dp/CELR-WD50/,495,322,CELR-WD50,Acler,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Man Whisperer Dress,https://www.revolve.com/katie-may-man-whisperer-dress-in-bordeauxnude/dp/KATR-WD150/,325,147,KATR-WD150,Katie May,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tony Mini Dress,https://www.revolve.com/superdown-tony-mini-dress-in-black/dp/SPDW-WD2586/,75,75,SPDW-WD2586,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Arista Dress,https://www.revolve.com/astr-the-label-arista-dress-in-wine/dp/ASTR-WD628/,138,138,ASTR-WD628,ASTR the Label,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lovisa Dress,https://www.revolve.com/the-new-arrivals-by-ilkyaz-ozel-lovisa-dress-in-dviant/dp/NARR-WD82/,715,286,NARR-WD82,The New Arrivals by Ilkyaz Ozel,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Westlake Maxi Dress,https://www.revolve.com/lovers-and-friends-westlake-maxi-dress-in-black/dp/LOVF-WD2844/,228,108,LOVF-WD2844,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lorelei Dress,https://www.revolve.com/steve-madden-lorelei-dress-in-pink-tulle/dp/SMAD-WD75/,89,89,SMAD-WD75,Steve Madden,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Ilona Crochet Mini Dress,https://www.revolve.com/lovers-and-friends-ilona-crochet-mini-dress-in-lilac/dp/LOVF-WD3619/,218,70,LOVF-WD3619,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Coley Feather Dress,https://www.revolve.com/alice-olivia-coley-feather-dress-in-champagne/dp/ALI-WD1047/,795,422,ALI-WD1047,Alice + Olivia,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Kyra Cut Out Maxi Dress,https://www.revolve.com/for-love-lemons-kyra-cut-out-maxi-dress-in-black/dp/FORL-WD958/,284,108,FORL-WD958,For Love & Lemons,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Gabriela Dress,https://www.revolve.com/lacademie-gabriela-dress-in-ecru/dp/LCDE-WD534/,214,93,LCDE-WD534,L'Academie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mini Dress,https://www.revolve.com/1-state-mini-dress-in-pink/dp/1STR-WD251/,139,105,1STR-WD251,1. STATE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mursia Mini Dress,https://www.revolve.com/faithfull-the-brand-mursia-mini-dress-in-melon/dp/FAIB-WD560/,169,65,FAIB-WD560,FAITHFULL THE BRAND,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mallie Maxi Dress,https://www.revolve.com/nbd-mallie-maxi-dress-in-cream/dp/NBDR-WD2930/,248,142,NBDR-WD2930,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Adeline Dress,https://www.revolve.com/anna-quan-adeline-dress-in-silence/dp/AUAR-WD20/,590,384,AUAR-WD20,Anna Quan,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Angelica Ruched Open Back Midi Dress,https://www.revolve.com/shona-joy-angelica-ruched-open-back-midi-dress-in-black/dp/SHON-WD460/,320,141,SHON-WD460,Shona Joy,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Thea Dress,https://www.revolve.com/amanda-uprichard-x-revolve-thea-dress-in-ivory/dp/AMAN-WD1542/,260,151,AMAN-WD1542,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Julietta Slip Dress,https://www.revolve.com/alice-olivia-julietta-slip-dress-in-burnt-rose/dp/ALI-WD1000/,495,184,ALI-WD1000,Alice + Olivia,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sade Long Sleeve Mini Dress,https://www.revolve.com/nookie-sade-long-sleeve-mini-dress-in-white/dp/NKIE-WD561/,269,113,NKIE-WD561,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Ariella Dress,https://www.revolve.com/retrofete-x-revolve-ariella-dress-in-neutral-tie-dye/dp/ROFR-WD295/,485,190,ROFR-WD295,retrofete,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rio Mini Dress,https://www.revolve.com/posse-rio-mini-dress-in-dusty-citron/dp/PSSE-WD19/,270,270,PSSE-WD19,Posse,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x Camila Coelho Jersey Sands Braided Cut Out Mini Dress,https://www.revolve.com/patbo-x-camila-coelho-jersey-sands-braided-cut-out-mini-dress-in-off-white/dp/PBTO-WD317/,795,795,PBTO-WD317,PatBO,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sammie Mini Dress,https://www.revolve.com/camila-coelho-sammie-mini-dress-in-sand/dp/COEL-WD336/,228,55,COEL-WD336,Camila Coelho,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Ciao Bella Maxi Dress,https://www.revolve.com/bec-bridge-ciao-bella-maxi-dress-in-black/dp/BECA-WD378/,370,193,BECA-WD378,Bec + Bridge,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Kara Midi Dress,https://www.revolve.com/nbd-kara-midi-dress-in-white/dp/NBDR-WD2742/,248,234,NBDR-WD2742,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Leighton Dress,https://www.revolve.com/seroya-leighton-dress-in-white/dp/SERR-WD83/,275,64,SERR-WD83,SER.O.YA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Iris Maxi Dress,https://www.revolve.com/ph5-iris-maxi-dress-in-midnight-navy/dp/PH5R-WD28/,485,485,PH5R-WD28,PH5,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Satin One Shoulder Dress,https://www.revolve.com/lapointe-satin-one-shoulder-dress-in-cream/dp/LOIN-WD25/,"1,290","1,290",LOIN-WD25,Lapointe,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Short Dress,https://www.revolve.com/rococo-sand-short-dress-in-white-pink/dp/ROCS-WD320/,375,375,ROCS-WD320,ROCOCO SAND,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Primrose Dress,https://www.revolve.com/astr-the-label-primrose-dress-in-pink-multi/dp/ASTR-WD535/,178,178,ASTR-WD535,ASTR the Label,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tia Gown,https://www.revolve.com/maria-lucia-hohan-tia-gown-in-carbon/dp/MLUC-WD38/,"2,895","2,895",MLUC-WD38,Maria Lucia Hohan,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Midnight Mini Dress,https://www.revolve.com/line-dot-midnight-mini-dress-in-dark-navy/dp/LEAX-WD424/,150,93,LEAX-WD424,Line & Dot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Addison Dress,https://www.revolve.com/nonchalant-label-addison-dress-in-metallic-silver/dp/NOCH-WD55/,403,121,NOCH-WD55,NONchalant Label,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
X Revolve Bustier Gown,https://www.revolve.com/for-love-lemons-x-revolve-bustier-gown-in-sage/dp/FORL-WD1166/,359,338,FORL-WD1166,For Love & Lemons,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Adriana Maxi Dress in Turquoise,https://www.revolve.com/nookie-adriana-maxi-dress-in-turquoise-in-turquoise/dp/NKIE-WD734/,499,350,NKIE-WD734,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Talia Printed Maxi Dress,https://www.revolve.com/karina-grimaldi-talia-printed-maxi-dress-in-selva/dp/KARI-WD575/,306,172,KARI-WD575,Karina Grimaldi,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Amara Halter Midi Dress,https://www.revolve.com/bardot-amara-halter-midi-dress-in-beige/dp/BARD-WD522/,119,55,BARD-WD522,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Enna Dress,https://www.revolve.com/alexis-enna-dress-in-multicolor/dp/AXIS-WD792/,695,487,AXIS-WD792,Alexis,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Allegra Maxi,https://www.revolve.com/rumer-allegra-maxi-in-black/dp/RUMR-WD38/,349,119,RUMR-WD38,RUMER,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Cooper Midi Dress,https://www.revolve.com/nookie-cooper-midi-dress-in-white/dp/NKIE-WD455/,299,54,NKIE-WD455,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Vela Dress,https://www.revolve.com/lamarque-vela-dress-in-pink-puff/dp/LARX-WD53/,275,108,LARX-WD53,LAMARQUE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Message To Love Dress,https://www.revolve.com/zhivago-message-to-love-dress-in-white/dp/ZHIR-WD129/,550,385,ZHIR-WD129,Zhivago,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Imara Maxi Dress,https://www.revolve.com/saylor-imara-maxi-dress-in-multi/dp/SAYR-WD426/,330,198,SAYR-WD426,SAYLOR,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Jovie Gown,https://www.revolve.com/michael-costello-x-revolve-jovie-gown-in-aqua/dp/MELR-WD821/,328,92,MELR-WD821,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Low Back Dress,https://www.revolve.com/susana-monaco-low-back-dress-in-popsicle/dp/SUSA-WD2094/,178,57,SUSA-WD2094,Susana Monaco,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Terina Dress,https://www.revolve.com/lacademie-terina-dress-in-light-olive-green/dp/LCDE-WD513/,208,90,LCDE-WD513,L'Academie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Selina Gown,https://www.revolve.com/ronny-kobo-selina-gown-in-ivory/dp/RONR-WD515/,428,125,RONR-WD515,Ronny Kobo,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lucca Mini Dress,https://www.revolve.com/for-love-lemons-lucca-mini-dress-in-multi/dp/FORL-WD1165/,269,191,FORL-WD1165,For Love & Lemons,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Alondra Gown,https://www.revolve.com/cult-gaia-alondra-gown-in-black/dp/CULG-WD128/,698,322,CULG-WD128,Cult Gaia,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Claudia Mini Dress,https://www.revolve.com/bronx-and-banco-claudia-mini-dress-in-silver/dp/BROR-WD720/,850,850,BROR-WD720,Bronx and Banco,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Arrow Dress,https://www.revolve.com/lado-bokuchava-arrow-dress-in-black/dp/LBOK-WD2/,341,239,LBOK-WD2,LADO BOKUCHAVA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Helena Wrap Dress,https://www.revolve.com/free-people-helena-wrap-dress-in-coconut-shell/dp/FREE-WD2112/,128,62,FREE-WD2112,Free People,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Junniper Mini Dress,https://www.revolve.com/resa-junniper-mini-dress-in-frida/dp/ELES-WD147/,158,49,ELES-WD147,RESA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Berklee Mini Dress,https://www.revolve.com/tularosa-berklee-mini-dress-in-berklee-floral/dp/TULA-WD1198/,188,57,TULA-WD1198,Tularosa,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Crystal Velvet Midi Dress,https://www.revolve.com/alex-perry-crystal-velvet-midi-dress-in-midnight/dp/APEF-WD211/,"2,200","2,200",APEF-WD211,Alex Perry,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Braya Mini Dress,https://www.revolve.com/michael-costello-x-revolve-braya-mini-dress-in-beige/dp/MELR-WD793/,258,194,MELR-WD793,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Cosmo Midi Dress,https://www.revolve.com/michael-costello-x-revolve-cosmo-midi-dress-in-bronze/dp/MELR-WD922/,288,162,MELR-WD922,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Noa Mini Dress,https://www.revolve.com/faithfull-the-brand-noa-mini-dress-in-green-stripe/dp/FAIB-WD721/,190,190,FAIB-WD721,FAITHFULL THE BRAND,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Smocked Neck Dress,https://www.revolve.com/1-state-smocked-neck-dress-in-blue-river/dp/1STR-WD255/,79,61,1STR-WD255,1. STATE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sweetest Thing Mini,https://www.revolve.com/free-people-sweetest-thing-mini-in-midnight-cowboy/dp/FREE-WD1911/,148,57,FREE-WD1911,Free People,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Laurel Faux Fur Mini Dress,https://www.revolve.com/bardot-laurel-faux-fur-mini-dress-in-black/dp/BARD-WD688/,149,109,BARD-WD688,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Halter Turtle Side Slit Gown,https://www.revolve.com/norma-kamali-halter-turtle-side-slit-gown-in-white/dp/NKAM-WD362/,175,158,NKAM-WD362,Norma Kamali,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rude Midi Dress,https://www.revolve.com/diesel-rude-midi-dress-in-blue/dp/DIES-WD176/,550,160,DIES-WD176,Diesel,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Trina Dress,https://www.revolve.com/michael-costello-x-revolve-trina-dress-in-purple/dp/MELR-WD831/,238,179,MELR-WD831,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Eternity Gown,https://www.revolve.com/nue-studio-eternity-gown-in-black/dp/NSTU-WD6/,"1,940",699,NSTU-WD6,Nue Studio,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Teri Gown,https://www.revolve.com/michael-costello-x-revolve-teri-gown-in-periwinkle-blue/dp/MELR-WD794/,268,191,MELR-WD794,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Corset Mini Dress,https://www.revolve.com/swf-corset-mini-dress-in-brisk/dp/SWFR-WD143/,349,109,SWFR-WD143,SWF,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Feelin It Mini Dress,https://www.revolve.com/lovers-and-friends-feelin-it-mini-dress-in-seafoam-blue/dp/LOVF-WD3323/,148,49,LOVF-WD3323,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Isabelle Gown,https://www.revolve.com/nbd-isabelle-gown-in-black/dp/NBDR-WD3005/,288,98,NBDR-WD3005,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Kanna Gown,https://www.revolve.com/michael-costello-x-revolve-kanna-gown-in-ivory/dp/MELR-WD712/,318,185,MELR-WD712,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Deanna Halter Dress,https://www.revolve.com/loveshackfancy-deanna-halter-dress-in-rose-picnic/dp/LESH-WD869/,325,325,LESH-WD869,LoveShackFancy,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Amara Gown,https://www.revolve.com/nookie-amara-gown-in-teal/dp/NKIE-WD674/,369,167,NKIE-WD674,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Vivienne Mini Dress,https://www.revolve.com/anna-october-vivienne-mini-dress-in-ivory/dp/ABER-WD23/,595,334,ABER-WD23,Anna October,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x Anja Dujakovi? Bex Strapless Gown,https://www.revolve.com/lovers-and-friends-x-anja-dujakovi-bex-strapless-gown-in-black/dp/LOVF-WD3881/,228,171,LOVF-WD3881,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lace Up Pailette Mini Dress,https://www.revolve.com/kim-shui-lace-up-pailette-mini-dress-in-pink/dp/KIMR-WD51/,388,113,KIMR-WD51,Kim Shui,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Linda Midi Dress,https://www.revolve.com/polo-ralph-lauren-linda-midi-dress-in-cruise-navy/dp/PLOR-WD9/,398,279,PLOR-WD9,Polo Ralph Lauren,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Amina Dress,https://www.revolve.com/afrm-amina-dress-in-diagonal-dot/dp/AFFM-WD347/,78,78,AFFM-WD347,AFRM,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Daydream Mini Dress,https://www.revolve.com/lioness-daydream-mini-dress-in-cream/dp/LIOR-WD46/,69,49,LIOR-WD46,LIONESS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Cookie Dress,https://www.revolve.com/amanda-uprichard-cookie-dress-in-provence-tweed/dp/AMAN-WD1311/,238,112,AMAN-WD1311,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
