Display_Title,Item_Url,Original_Price,Selling_Price,Native_Product_Id,Brand,Category,Subcategory1,Subcategory2,Subcategory3,Product_Category,Referrer_Url
Jolie Gown,https://www.revolve.com/v-chapman-jolie-gown-in-provencal-blue-floral/dp/VCHP-WD106/,585,585,VCHP-WD106,V. Chapman,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Justine Dress,https://www.revolve.com/amanda-uprichard-x-revolve-justine-dress-in-black-black/dp/AMAN-WD2210/,198,198,AMAN-WD2210,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Quinn Dress,https://www.revolve.com/amanda-uprichard-quinn-dress-in-black/dp/AMAN-WD2228/,233,220,AMAN-WD2228,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lux Dress,https://www.revolve.com/lovers-and-friends-lux-dress-in-gold/dp/LOVF-WD945/,268,252,LOVF-WD945,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Hooded Cut Out Dress,https://www.revolve.com/a-vintage-fit-hooded-cut-out-dress-in-black/dp/AVIN-WD1/,125,88,AVIN-WD1,A VINTAGE FIT,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Annabeth Set In Rainforest Overdye,https://www.revolve.com/free-people-x-revolve-annabeth-set-in-rainforest-overdye-in-rainforest-overdye/dp/FREE-WD2919/,228,137,FREE-WD2919,Free People,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Juniper Dress,https://www.revolve.com/afrm-x-revolve-juniper-dress-in-cappuccino/dp/AFFM-WD203/,88,88,AFFM-WD203,AFRM,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Yahaira Maxi Dress,https://www.revolve.com/nbd-yahaira-maxi-dress-in-dark-brown/dp/NBDR-WD3232/,268,268,NBDR-WD3232,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Marlene Gown,https://www.revolve.com/michael-costello-x-revolve-marlene-gown-in-red/dp/MELR-WD1113/,358,251,MELR-WD1113,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Corset Maxi Dress,https://www.revolve.com/weworewhat-corset-maxi-dress-in-antique-white/dp/WWWR-WD123/,99,99,WWWR-WD123,WeWoreWhat,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sweetie Dress,https://www.revolve.com/lovers-and-friends-sweetie-dress-in-bright-orange/dp/LOVF-WD2032/,148,148,LOVF-WD2032,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Atwood Maxi Dress,https://www.revolve.com/lovers-and-friends-atwood-maxi-dress-in-liquid-leopard/dp/LOVF-WD4201/,238,210,LOVF-WD4201,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tabitha Midi Dress,https://www.revolve.com/majorelle-tabitha-midi-dress-in-tan-leopard/dp/MALR-WD530/,218,218,MALR-WD530,MAJORELLE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Delancy Maxi Dress,https://www.revolve.com/anna-october-delancy-maxi-dress-in-black/dp/ABER-WD44/,825,825,ABER-WD44,Anna October,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mercy Polka Dot Dress,https://www.revolve.com/superdown-mercy-polka-dot-dress-in-blue/dp/BTWR-WD431/,72,72,BTWR-WD431,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Aliz Midi Dress,https://www.revolve.com/michael-costello-x-revolve-aliz-midi-dress-in-mauve/dp/MELR-WD1161/,238,238,MELR-WD1161,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lorena Mini Dress,https://www.revolve.com/more-to-come-lorena-mini-dress-in-oxblood/dp/MOTO-WD531/,78,78,MOTO-WD531,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Gale Maxi Dress,https://www.revolve.com/lovers-and-friends-gale-maxi-dress-in-neutral-gingham/dp/LOVF-WD4068/,268,252,LOVF-WD4068,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x Reina Olga Augusta Dress,https://www.revolve.com/ronny-kobo-x-reina-olga-augusta-dress-in-black/dp/RONR-WD714/,283,142,RONR-WD714,Ronny Kobo,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Candy Dress,https://www.revolve.com/hours-candy-dress-in-silver/dp/HURR-WD182/,188,188,HURR-WD182,h:ours,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Addy Caftan,https://www.revolve.com/maaji-addy-caftan-in-red/dp/MAAJ-WD120/,105,105,MAAJ-WD120,Maaji,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Orla Gown,https://www.revolve.com/michael-costello-x-revolve-orla-gown-in-black/dp/MELR-WD1098/,298,102,MELR-WD1098,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Elite Split Gown,https://www.revolve.com/lidee-elite-split-gown-in-pine-shimmer/dp/LIDR-WD148/,459,322,LIDR-WD148,L'IDEE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sarah Ruched Maxi Dress,https://www.revolve.com/superdown-sarah-ruched-maxi-dress-in-black/dp/BTWR-WD807/,94,94,BTWR-WD807,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Evan Gown,https://www.revolve.com/nbd-evan-gown-in-light-blue/dp/NBDR-WD1849/,238,210,NBDR-WD1849,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Celeste Maxi Dress,https://www.revolve.com/superdown-celeste-maxi-dress-in-black/dp/SPDW-WD2424/,85,85,SPDW-WD2424,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Harles Maxi Dress,https://www.revolve.com/line-dot-harles-maxi-dress-in-red/dp/LEAX-WD536/,161,105,LEAX-WD536,Line & Dot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Abigail Mini Dress,https://www.revolve.com/more-to-come-abigail-mini-dress-in-wine-red/dp/MOTO-WD161/,88,88,MOTO-WD161,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Moxey Ruched Mesh Mini Dress,https://www.revolve.com/seroya-moxey-ruched-mesh-mini-dress-in-merlot/dp/SERR-WD207/,278,278,SERR-WD207,SER.O.YA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bianca Off Shoulder Long Sleeve Gown,https://www.revolve.com/misha-bianca-off-shoulder-long-sleeve-gown-in-antique-ivory/dp/MISR-WD345/,516,486,MISR-WD345,MISHA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Franco Dress,https://www.revolve.com/cult-gaia-franco-dress-in-black/dp/CULG-WD281/,598,598,CULG-WD281,Cult Gaia,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sydney Maxi Dress,https://www.revolve.com/superdown-sydney-maxi-dress-in-red/dp/SPDW-WD2076/,98,98,SPDW-WD2076,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Freya Vest Mini Dress,https://www.revolve.com/bardot-freya-vest-mini-dress-in-deep-red/dp/BARD-WD723/,159,99,BARD-WD723,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Nicky Mini Dress,https://www.revolve.com/more-to-come-nicky-mini-dress-in-black/dp/MOTO-WD458/,80,80,MOTO-WD458,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Odette Maxi Dress,https://www.revolve.com/superdown-odette-maxi-dress-in-black/dp/SPDW-WD2737/,84,84,SPDW-WD2737,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Robyn Dress,https://www.revolve.com/yumi-kim-robyn-dress-in-sedona-lace/dp/YUMI-WD612/,238,224,YUMI-WD612,Yumi Kim,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Alex Dress,https://www.revolve.com/pistola-alex-dress-in-le-blanc/dp/PSTL-WD20/,228,78,PSTL-WD20,PISTOLA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rosalyn Halter Mini Dress,https://www.revolve.com/all-the-ways-rosalyn-halter-mini-dress-in-black-white/dp/AAYR-WD132/,82,82,AAYR-WD132,ALL THE WAYS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Natalie Dress,https://www.revolve.com/amanda-uprichard-natalie-dress-in-lorelei/dp/AMAN-WD2004/,305,196,AMAN-WD2004,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mesh Paisley Wrap Dress,https://www.revolve.com/kim-shui-mesh-paisley-wrap-dress-in-red/dp/KIMR-WD15/,295,295,KIMR-WD15,Kim Shui,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bethany Midi Dress,https://www.revolve.com/elliatt-bethany-midi-dress-in-ivory/dp/ELLI-WD814/,238,238,ELLI-WD814,ELLIATT,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mo Dress,https://www.revolve.com/steve-madden-mo-dress-in-cocoa/dp/SMAD-WD225/,89,89,SMAD-WD225,Steve Madden,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Cecily Gown,https://www.revolve.com/camila-coelho-cecily-gown-in-black/dp/COEL-WD483/,258,258,COEL-WD483,Camila Coelho,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Elaine Fringe Dress,https://www.revolve.com/superdown-elaine-fringe-dress-in-black/dp/SPDW-WD1789/,88,88,SPDW-WD1789,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Saba Midi Dress,https://www.revolve.com/bronx-and-banco-saba-midi-dress-in-navy/dp/BROR-WD234/,420,420,BROR-WD234,Bronx and Banco,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Allure Gown,https://www.revolve.com/nookie-x-revolve-allure-gown-in-dusty-blue/dp/NKIE-WD359/,319,319,NKIE-WD359,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Coralie Maxi Dress,https://www.revolve.com/elliatt-coralie-maxi-dress-in-steel-blue/dp/ELLI-WD797/,238,238,ELLI-WD797,ELLIATT,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Hazel Gown,https://www.revolve.com/katie-may-hazel-gown-in-blush/dp/KATR-WD503/,298,298,KATR-WD503,Katie May,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Starlet Midi Dress,https://www.revolve.com/line-dot-starlet-midi-dress-in-ivory/dp/LEAX-WD479/,171,120,LEAX-WD479,Line & Dot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Carlo Shirt Dress,https://www.revolve.com/lovers-and-friends-carlo-shirt-dress-in-white/dp/LOVF-WD2029/,98,98,LOVF-WD2029,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rosalina Mini Dress,https://www.revolve.com/camila-coelho-rosalina-mini-dress-in-buttercream-yellow/dp/COEL-WD360/,218,218,COEL-WD360,Camila Coelho,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
X Revolve Galilea Gown,https://www.revolve.com/amanda-uprichard-x-revolve-galilea-gown-in-grass/dp/AMAN-WD2095/,260,203,AMAN-WD2095,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Arabella Ruffle Mini Dress,https://www.revolve.com/superdown-arabella-ruffle-mini-dress-in-white/dp/SPDW-WD2105/,80,80,SPDW-WD2105,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tierra Maxi Dress,https://www.revolve.com/superdown-tierra-maxi-dress-in-red/dp/SPDW-WD2784/,98,98,SPDW-WD2784,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Oscar Dress,https://www.revolve.com/amanda-uprichard-oscar-dress-in-lorelei/dp/AMAN-WD2005/,246,246,AMAN-WD2005,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Hana Mini Dress,https://www.revolve.com/lovers-and-friends-hana-mini-dress-in-medium-blue-wash/dp/LOVF-WD4054/,248,248,LOVF-WD4054,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Walter Fishtail Gown,https://www.revolve.com/norma-kamali-walter-fishtail-gown-in-snow-white/dp/NKAM-WD365/,525,525,NKAM-WD365,Norma Kamali,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Remino Denim Mini Dress,https://www.revolve.com/free-people-remino-denim-mini-dress-in-ocean-blue/dp/FREE-WD2931/,148,148,FREE-WD2931,Free People,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Deep V Corset Maxi Dress,https://www.revolve.com/weworewhat-deep-v-corset-maxi-dress-in-black-fern/dp/WWWR-WD167/,198,198,WWWR-WD167,WeWoreWhat,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Kapri Slip Dress,https://www.revolve.com/runaway-the-label-kapri-slip-dress-in-green-floral/dp/RUNR-WD7/,119,112,RUNR-WD7,Runaway The Label,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Chantal Blazer Dress,https://www.revolve.com/for-love-lemons-chantal-blazer-dress-in-blue/dp/FORL-WD1243/,198,173,FORL-WD1243,For Love & Lemons,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
James Midi Dress,https://www.revolve.com/nbd-james-midi-dress-in-pink/dp/NBDR-WD2796/,358,337,NBDR-WD2796,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Hana Midi Dress,https://www.revolve.com/michael-costello-x-revolve-hana-midi-dress-in-black/dp/MELR-WD743/,298,298,MELR-WD743,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Peggy Mini Dress,https://www.revolve.com/majorelle-peggy-mini-dress-in-red-white-check/dp/MALR-WD1388/,198,198,MALR-WD1388,MAJORELLE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Shannon Knit Dress,https://www.revolve.com/4th-reckless-shannon-knit-dress-in-red/dp/4THR-WD10/,82,82,4THR-WD10,4th & Reckless,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Amos Keyhole Midi Dress,https://www.revolve.com/minkpink-amos-keyhole-midi-dress-in-shell-print/dp/MINK-WD937/,139,139,MINK-WD937,MINKPINK,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Marine Maxi Dress,https://www.revolve.com/superdown-marine-maxi-dress-in-chocolate-brown/dp/SPDW-WD2459/,72,72,SPDW-WD2459,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Vialla Dress,https://www.revolve.com/paige-vialla-dress-in-pewter-multi/dp/PAIG-WD178/,499,350,PAIG-WD178,PAIGE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Jennan Rose Dress,https://www.revolve.com/afrm-jennan-rose-dress-in-noir/dp/AFFM-WD357/,188,132,AFFM-WD357,AFRM,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Fae Dress,https://www.revolve.com/amanda-uprichard-x-revolve-fae-dress-in-powder-blue/dp/AMAN-WD2116/,242,242,AMAN-WD2116,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mercer Maxi Dress,https://www.revolve.com/superdown-mercer-maxi-dress-in-white/dp/SPDW-WD2804/,88,88,SPDW-WD2804,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Kourtney Backless Mini Dress,https://www.revolve.com/superdown-kourtney-backless-mini-dress-in-chartreuse/dp/SPDW-WD452/,80,80,SPDW-WD452,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Strapless Tube Mini Dress,https://www.revolve.com/susana-monaco-strapless-tube-mini-dress-in-sugar/dp/SUSA-WD1931/,97,97,SUSA-WD1931,Susana Monaco,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Brigitte Maxi Dress,https://www.revolve.com/runaway-the-label-brigitte-maxi-dress-in-espresso/dp/RUNR-WD119/,151,151,RUNR-WD119,Runaway The Label,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
